surface_id	family	kind	state	source_keys	capture_selector	status	baseline_evidence	source_and_journey_review	visual_review	findings_and_changes	final_evidence
organization.areas.list	organization	dialog	populated list	dialog:area-manager-list	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.areas.list.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	Clear Search restores the eight remaining records, with Main showing all moved references and the original source empty. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.areas.detail	organization	dialog	selected area	dialog:area-manager-detail	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.areas.detail.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	The reopened restored Area retains its exact color and ordinary Archive action. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.create	organization	dialog	new area	dialog:area-create	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.create.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	The recreated new Area retains its entered name and Blue color with explicit Create and Cancel. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.rename	organization	dialog	existing area	dialog:area-rename	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.rename.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open. Existing real rename/recreation/reopen and cross-domain reference assertions from VER-20260910-013 rerun in the final focus.	Original rename dialog retains the bounded name field and explicit Rename/Cancel. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.color	organization	dialog	existing area	dialog:area-color	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.color.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	The recreated color dialog retains selected Violet and exact hex preview with explicit Apply. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.merge	organization	dialog	populated	dialog:area-merge	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.merge.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	The recreated merge review retains Main and clearly states removal of the source Area. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.move-items	organization	dialog	populated	dialog:area-move	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.move-items.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	Reviewed move retains the destination after recreation and names all four top-level domains plus Track Entry history. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.permanent-delete	organization	dialog	with impact summary	dialog:area-delete	com.whip.app.ui.AreaFeatureUiTest#permanentDeleteExplainsBothChoicesAndRequiresAnExplicitChoice	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.permanent-delete.png + .xml; 66-owner run khC0SB	Scoped UI callbacks, busy/retained-selection retry, and complete initial-choice bounds verified; repository-authoritative reassignment and exact receipts pass separately; complete organization journey review remains open VER-20260910-014 adds real cancellation, recreated destination, keep-items source deletion and subsequent destructive cleanup with exact history and unrelated Main Task checks.	Ordinary text shows the complete destination, concise correctly pluralized impact summary, preserved-history and permanent-deletion meaning, saved-view cleanup, and all actions.	FND-20260909-011 scoped correction; IMP/VER-20260909-010	artifacts/astra-audit/2026-09-09/area-cleanup/organization.area.permanent-delete.png; VER-20260909-010 VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.last-required	organization	dialog	one area remains	dialog:area-last-required	com.whip.app.ui.AreaFeatureUiTest#deletingTheOnlyAreaPromptsForAReplacementFirst	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.last-required.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	Deleting the only active Area explains the requirement and offers Create Area or Cancel. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area.menu	organization	menu	open	menu:area-row	com.whip.app.ui.AreaFeatureUiTest#captureAreaManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.area.menu.png + .xml; 66-owner run khC0SB	AreaManagementDialog, AreaPicker, WhipSearchField, SettingsViewModel and Area repository/deletion policies reviewed. Real creation/recovery/move/merge/both cleanup paths and Activity recreation preserve or deliberately delete exact assigned domain history; saved scopes reconcile. See native method for this state. Broader aesthetic and global picker acceptance remains open.	Original menu groups identity and organization actions, separates Archive and puts permanent deletion last. Corresponding final original reviewed; entire Area aesthetic acceptance remains open.	FND-20260910-021/022; DEC/IMP-20260910-014. Bounded normal-scale lifecycle and recovery verified; wider reading measure/danger-panel design remain open.	VER-20260910-014; artifacts/astra-audit/2026-09-10/area-lifecycle/README.md; 86 final-production API 34 regressions, eight final focused methods on each API 34/37, 371 JVM readiness; fixture-only delta explicitly retained.
organization.area-picker.menu	organization	menu	open	menu:area-picker	com.whip.app.ui.AreaFeatureUiTest#scopeMenuShowsSelectionAndItemCountsWithSentenceCaseLabels	Investigating	/tmp/whip-astra-baseline-20260908/raw/organization.area-picker.menu.png + .xml; 66-owner run khC0SB	Pending	Pending	Pending	Pending
organization.tags.list	organization	dialog	populated	dialog:tag-manager	com.whip.app.ui.TagManagementUiTest#captureTagManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.tags.list.png + .xml; 66-owner run khC0SB	TagManagementDialog, WhipManagementHeader and exact mutation coordinator/repository policies. Real Settings route, create/rename/archive/search/restore/merge/reopen and Activity recreation; all four domain references, Task completion and exact Habit/measurement history preserved.	One stable Tags header precedes search and the saved label with all four domain counts; duplicate introduction is removed. Native phone/wide route is the current evidence; complete native child operation and reopened saved result verified.	FND-20260910-020; DEC/IMP-20260910-013. Shared header, retained domain semantics; broader Area/app acceptance remains open.	VER-20260910-013; artifacts/astra-audit/2026-09-10/organization/README.md; 51 API 34, four API 37, 371 JVM readiness. Current native surface: organization.journey.tags.
organization.tag.create	organization	dialog	new tag	dialog:tag-create	com.whip.app.ui.TagManagementUiTest#captureTagManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.tag.create.png + .xml; 66-owner run khC0SB	TagManagementDialog, WhipManagementHeader and exact mutation coordinator/repository policies. Real Settings route, create/rename/archive/search/restore/merge/reopen and Activity recreation; all four domain references, Task completion and exact Habit/measurement history preserved.	Create Tag retains its entered Practices draft across Activity recreation; child dialog still owns explicit Create. Native phone/wide route is the current evidence; complete native child operation and reopened saved result verified.	FND-20260910-020; DEC/IMP-20260910-013. Shared header, retained domain semantics; broader Area/app acceptance remains open.	VER-20260910-013; artifacts/astra-audit/2026-09-10/organization/README.md; 51 API 34, four API 37, 371 JVM readiness. Current native surface: organization.journey.tag-create.
organization.tag.rename	organization	dialog	existing tag	dialog:tag-rename	com.whip.app.ui.TagManagementUiTest#captureTagManagementCatalog	Verified	/tmp/whip-astra-baseline-20260908/raw/organization.tag.rename.png + .xml; 66-owner run khC0SB	TagManagementDialog, WhipManagementHeader and exact mutation coordinator/repository policies. Real Settings route, create/rename/archive/search/restore/merge/reopen and Activity recreation; all four domain references, Task completion and exact Habit/measurement history preserved.	Global rename retains its draft across recreation and explains every affected domain before submission. Native phone/wide route is the current evidence; complete native child operation and reopened saved result verified.	FND-20260910-020; DEC/IMP-20260910-013. Shared header, retained domain semantics; broader Area/app acceptance remains open.	VER-20260910-013; artifacts/astra-audit/2026-09-10/organization/README.md; 51 API 34, four API 37, 371 JVM readiness. Current native surface: organization.journey.tag-rename.
